TIME,POS_X,POS_Y,POS_Z,VEL_X,VEL_Y,VEL_Z
45.8,45.8,122.179,3105.19,1,2.28738,-222.864,
45.9,45.9,122.407,3082.9,1,2.28623,-222.945,
46,46,122.636,3060.6,1,2.28508,-223.025,
46.1,46.1,122.864,3038.3,1,2.28393,-223.104,
46.2,46.2,123.093,3015.98,1,2.28279,-223.183,
46.3,46.3,123.321,2993.66,1,2.28165,-223.261,
46.4,46.4,123.549,2971.33,1,2.28052,-223.339,
46.5,46.5,123.777,2948.99,1,2.27939,-223.416,
46.6,46.6,124.005,2926.65,1,2.27827,-223.492,
46.7,46.7,124.233,2904.29,1,2.27714,-223.567,
46.8,46.8,124.46,2881.93,1,2.27603,-223.642,
46.9,46.9,124.688,2859.56,1,2.27491,-223.717,
47,47,124.915,2837.19,1,2.27381,-223.791,
47.1,47.1,125.143,2814.81,1,2.2727,-223.864,
47.2,47.2,125.37,2792.42,1,2.2716,-223.937,
47.3,47.3,125.597,2770.02,1,2.27051,-224.009,
47.4,47.4,125.824,2747.61,1,2.26941,-224.08,
47.5,47.5,126.051,2725.2,1,2.26833,-224.151,
47.6,47.6,126.278,2702.78,1,2.26724,-224.221,
47.7,47.7,126.504,2680.36,1,2.26616,-224.291,
47.8,47.8,126.731,2657.93,1,2.26509,-224.36,
47.9,47.9,126.957,2635.49,1,2.26401,-224.429,
48,48,127.184,2613.04,1,2.26295,-224.497,
48.1,48.1,127.41,2590.59,1,2.26188,-224.565,
48.2,48.2,127.636,2568.13,1,2.26082,-224.632,
48.3,48.3,127.862,2545.66,1,2.25977,-224.698,
48.4,48.4,128.088,2523.19,1,2.25871,-224.764,
48.5,48.5,128.314,2500.71,1,2.25767,-224.829,
48.6,48.6,128.54,2478.22,1,2.25662,-224.894,
48.7,48.7,128.765,2455.73,1,2.25558,-224.959,
48.8,48.8,128.991,2433.23,1,2.25455,-225.022,
48.9,48.9,129.216,2410.73,1,2.25351,-225.086,
49,49,129.441,2388.21,1,2.25249,-225.148,
49.1,49.1,129.667,2365.7,1,2.25146,-225.211,
49.2,49.2,129.892,2343.17,1,2.25044,-225.273,
49.3,49.3,130.117,2320.64,1,2.24942,-225.334,
49.4,49.4,130.342,2298.1,1,2.24841,-225.395,
49.5,49.5,130.566,2275.56,1,2.2474,-225.455,
49.6,49.6,130.791,2253.01,1,2.2464,-225.515,
49.7,49.7,131.016,2230.46,1,2.2454,-225.574,
49.8,49.8,131.24,2207.9,1,2.2444,-225.633,
49.9,49.9,131.465,2185.33,1,2.2434,-225.691,
50,50,131.689,2162.76,1,2.24241,-225.749,
50.1,50.1,131.913,2140.18,1,2.24143,-225.806,
50.2,50.2,132.137,2117.6,1,2.24045,-225.863,
50.3,50.3,132.361,2095.01,1,2.23947,-225.92,
50.4,50.4,132.585,2072.42,1,2.23849,-225.976,
50.5,50.5,132.809,2049.82,1,2.23752,-226.031,
50.6,50.6,133.033,2027.21,1,2.23655,-226.087,
50.7,50.7,133.256,2004.6,1,2.23559,-226.141,
50.8,50.8,133.48,1981.98,1,2.23463,-226.195,
50.9,50.9,133.703,1959.36,1,2.23367,-226.249,
51,51,133.926,1936.73,1,2.23272,-226.303,
51.1,51.1,134.15,1914.1,1,2.23177,-226.355,
51.2,51.2,134.373,1891.46,1,2.23083,-226.408,
51.3,51.3,134.596,1868.82,1,2.22988,-226.46,
51.4,51.4,134.819,1846.17,1,2.22895,-226.512,
51.5,51.5,135.042,1823.51,1,2.22801,-226.563,
51.6,51.6,135.264,1800.86,1,2.22708,-226.614,
51.7,51.7,135.487,1778.19,1,2.22615,-226.664,
51.8,51.8,135.71,1755.52,1,2.22523,-226.714,
51.9,51.9,135.932,1732.85,1,2.22431,-226.763,
52,52,136.154,1710.17,1,2.22339,-226.813,
52.1,52.1,136.377,1687.49,1,2.22248,-226.861,
52.2,52.2,136.599,1664.8,1,2.22157,-226.91,
52.3,52.3,136.821,1642.1,1,2.22066,-226.958,
52.4,52.4,137.043,1619.41,1,2.21976,-227.005,
52.5,52.5,137.265,1596.7,1,2.21886,-227.052,
52.6,52.6,137.487,1574,1,2.21797,-227.099,
52.7,52.7,137.709,1551.28,1,2.21707,-227.146,
52.8,52.8,137.93,1528.57,1,2.21619,-227.192,
52.9,52.9,138.152,1505.85,1,2.2153,-227.237,
53,53,138.373,1483.12,1,2.21442,-227.283,
53.1,53.1,138.595,1460.39,1,2.21354,-227.327,
53.2,53.2,138.816,1437.65,1,2.21267,-227.372,
53.3,53.3,139.037,1414.91,1,2.21179,-227.416,
53.4,53.4,139.258,1392.17,1,2.21093,-227.46,
53.5,53.5,139.479,1369.42,1,2.21006,-227.503,
53.6,53.6,139.7,1346.67,1,2.2092,-227.547,
53.7,53.7,139.921,1323.91,1,2.20834,-227.589,
53.8,53.8,140.142,1301.15,1,2.20749,-227.632,
53.9,53.9,140.363,1278.39,1,2.20664,-227.674,
54,54,140.583,1255.62,1,2.20579,-227.716,
54.1,54.1,140.804,1232.84,1,2.20495,-227.757,
54.2,54.2,141.024,1210.07,1,2.2041,-227.798,
54.3,54.3,141.245,1187.28,1,2.20327,-227.839,
54.4,54.4,141.465,1164.5,1,2.20243,-227.879,
54.5,54.5,141.685,1141.71,1,2.2016,-227.919,
54.6,54.6,141.905,1118.91,1,2.20077,-227.959,
54.7,54.7,142.125,1096.12,1,2.19995,-227.998,
54.8,54.8,142.345,1073.31,1,2.19913,-228.037,
54.9,54.9,142.565,1050.51,1,2.19831,-228.076,
55,55,142.785,1027.7,1,2.19749,-228.114,
55.1,55.1,143.005,1004.89,1,2.19668,-228.152,
55.2,55.2,143.224,982.069,1,2.19587,-228.19,
55.3,55.3,143.444,959.248,1,2.19507,-228.228,
55.4,55.4,143.663,936.424,1,2.19427,-228.265,
55.5,55.5,143.883,913.595,1,2.19347,-228.302,
55.6,55.6,144.102,890.763,1,2.19267,-228.338,
55.7,55.7,144.321,867.928,1,2.19188,-228.374,
55.8,55.8,144.54,845.089,1,2.19109,-228.41,
55.9,55.9,144.759,822.246,1,2.1903,-228.446,
56,56,144.978,799.399,1,2.18952,-228.481,
56.1,56.1,145.197,776.549,1,2.18874,-228.517,
56.2,56.2,145.416,753.696,1,2.18796,-228.551,
56.3,56.3,145.635,730.839,1,2.18719,-228.586,
56.4,56.4,145.854,707.979,1,2.18642,-228.62,
56.5,56.5,146.072,685.115,1,2.18565,-228.654,
56.6,56.6,146.291,662.248,1,2.18488,-228.688,
56.7,56.7,146.509,639.378,1,2.18412,-228.721,
56.8,56.8,146.728,616.504,1,2.18336,-228.754,
56.9,56.9,146.946,593.627,1,2.18261,-228.787,
57,57,147.164,570.746,1,2.18185,-228.82,
57.1,57.1,147.382,547.863,1,2.1811,-228.852,
57.2,57.2,147.6,524.976,1,2.18036,-228.884,
57.3,57.3,147.818,502.086,1,2.17961,-228.916,
57.4,57.4,148.036,479.193,1,2.17887,-228.947,
57.5,57.5,148.254,456.297,1,2.17813,-228.979,
57.6,57.6,148.472,433.397,1,2.1774,-229.01,
57.7,57.7,148.69,410.495,1,2.17667,-229.04,
57.8,57.8,148.907,387.589,1,2.17594,-229.071,
57.9,57.9,149.125,364.681,1,2.17521,-229.101,
58,58,149.342,341.769,1,2.17449,-229.131,
58.1,58.1,149.56,318.854,1,2.17377,-229.161,
58.2,58.2,149.777,295.937,1,2.17305,-229.19,
58.3,58.3,149.994,273.016,1,2.17234,-229.219,
58.4,58.4,150.212,250.093,1,2.17162,-229.248,
58.5,58.5,150.429,227.167,1,2.17092,-229.277,
58.6,58.6,150.646,204.237,1,2.17021,-229.306,
58.7,58.7,150.863,181.305,1,2.16951,-229.334,
58.8,58.8,151.08,158.371,1,2.16881,-229.362,
58.9,58.9,151.296,135.433,1,2.16811,-229.39,
59,59,151.513,112.493,1,2.16741,-229.418,
59.1,59.1,151.73,89.5495,1,2.16672,-229.445,
59.2,59.2,151.947,66.6037,1,2.16603,-229.472,
59.3,59.3,152.163,43.6551,1,2.16535,-229.499,
59.4,59.4,152.38,20.7039,1,2.16466,-229.526,
59.5,59.5,152.596,-2.25002,1,2.16398,-229.552,
59.6,59.6,152.812,-25.2066,1,2.1633,-229.579,
59.7,59.7,153.029,-48.1657,1,2.16263,-229.605,
59.8,59.8,153.245,-71.1275,1,2.16195,-229.63,
59.9,59.9,153.461,-94.0918,1,2.16128,-229.656,
60,60,153.677,-117.059,1,2.16062,-229.681,
60.1,60.1,153.893,-140.028,1,2.15995,-229.707,
60.2,60.2,154.109,-163,1,2.15929,-229.732,
60.3,60.3,154.325,-185.974,1,2.15863,-229.756,
60.4,60.4,154.541,-208.951,1,2.15797,-229.781,
60.5,60.5,154.757,-231.931,1,2.15732,-229.805,
60.6,60.6,154.972,-254.912,1,2.15667,-229.83,
60.7,60.7,155.188,-277.896,1,2.15602,-229.854,
60.8,60.8,155.404,-300.883,1,2.15537,-229.877,
60.9,60.9,155.619,-323.872,1,2.15473,-229.901,
61,61,155.835,-346.863,1,2.15409,-229.924,
61.1,61.1,156.05,-369.857,1,2.15345,-229.947,
61.2,61.2,156.265,-392.853,1,2.15281,-229.97,
61.3,61.3,156.48,-415.851,1,2.15218,-229.993,
61.4,61.4,156.696,-438.851,1,2.15155,-230.016,
61.5,61.5,156.911,-461.854,1,2.15092,-230.038,
61.6,61.6,157.126,-484.859,1,2.1503,-230.061,
61.7,61.7,157.341,-507.866,1,2.14967,-230.083,
61.8,61.8,157.556,-530.875,1,2.14905,-230.105,
61.9,61.9,157.771,-553.887,1,2.14844,-230.126,
62,62,157.985,-576.901,1,2.14782,-230.148,
62.1,62.1,158.2,-599.917,1,2.14721,-230.169,
62.2,62.2,158.415,-622.935,1,2.1466,-230.19,
62.3,62.3,158.63,-645.955,1,2.14599,-230.211,
62.4,62.4,158.844,-668.977,1,2.14538,-230.232,
62.5,62.5,159.059,-692.001,1,2.14478,-230.253,
62.6,62.6,159.273,-715.027,1,2.14418,-230.273,
62.7,62.7,159.487,-738.056,1,2.14358,-230.293,
62.8,62.8,159.702,-761.086,1,2.14299,-230.314,
62.9,62.9,159.916,-784.118,1,2.14239,-230.334,
63,63,160.13,-807.153,1,2.1418,-230.353,
63.1,63.1,160.344,-830.189,1,2.14121,-230.373,
63.2,63.2,160.559,-853.227,1,2.14063,-230.393,
63.3,63.3,160.773,-876.267,1,2.14004,-230.412,
63.4,63.4,160.987,-899.31,1,2.13946,-230.431,
63.5,63.5,161.2,-922.354,1,2.13888,-230.45,
63.6,63.6,161.414,-945.4,1,2.13831,-230.469,
63.7,63.7,161.628,-968.447,1,2.13773,-230.488,
63.8,63.8,161.842,-991.497,1,2.13716,-230.506,
63.9,63.9,162.056,-1014.55,1,2.13659,-230.524,
64,64,162.269,-1037.6,1,2.13602,-230.543,
64.1,64.1,162.483,-1060.66,1,2.13546,-230.561,
64.2,64.2,162.696,-1083.71,1,2.13489,-230.579,
64.3,64.3,162.91,-1106.77,1,2.13433,-230.596,
64.4,64.4,163.123,-1129.83,1,2.13378,-230.614,
64.5,64.5,163.336,-1152.9,1,2.13322,-230.632,
64.6,64.6,163.55,-1175.96,1,2.13267,-230.649,
64.7,64.7,163.763,-1199.03,1,2.13211,-230.666,
64.8,64.8,163.976,-1222.09,1,2.13157,-230.683,
64.9,64.9,164.189,-1245.16,1,2.13102,-230.7,
65,65,164.402,-1268.23,1,2.13047,-230.717,
65.1,65.1,164.615,-1291.31,1,2.12993,-230.733,
65.2,65.2,164.828,-1314.38,1,2.12939,-230.75,
65.3,65.3,165.041,-1337.46,1,2.12885,-230.766,
65.4,65.4,165.254,-1360.53,1,2.12832,-230.782,
65.5,65.5,165.467,-1383.61,1,2.12778,-230.799,
65.6,65.6,165.68,-1406.69,1,2.12725,-230.814,
65.7,65.7,165.892,-1429.77,1,2.12672,-230.83,
65.8,65.8,166.105,-1452.86,1,2.1262,-230.846,
65.9,65.9,166.318,-1475.94,1,2.12567,-230.862,
66,66,166.53,-1499.03,1,2.12515,-230.877,
66.1,66.1,166.743,-1522.12,1,2.12463,-230.892,
66.2,66.2,166.955,-1545.21,1,2.12411,-230.907,
66.3,66.3,167.167,-1568.3,1,2.12359,-230.922,
66.4,66.4,167.38,-1591.39,1,2.12308,-230.937,
66.5,66.5,167.592,-1614.49,1,2.12257,-230.952,
66.6,66.6,167.804,-1637.58,1,2.12206,-230.967,
66.7,66.7,168.017,-1660.68,1,2.12155,-230.981,
66.8,66.8,168.229,-1683.78,1,2.12104,-230.996,
66.9,66.9,168.441,-1706.88,1,2.12054,-231.01,
67,67,168.653,-1729.98,1,2.12004,-231.024,
67.1,67.1,168.865,-1753.09,1,2.11954,-231.038,
67.2,67.2,169.077,-1776.19,1,2.11904,-231.052,
67.3,67.3,169.289,-1799.3,1,2.11855,-231.066,
67.4,67.4,169.5,-1822.4,1,2.11805,-231.08,
67.5,67.5,169.712,-1845.51,1,2.11756,-231.094,
67.6,67.6,169.924,-1868.62,1,2.11707,-231.107,
67.7,67.7,170.136,-1891.73,1,2.11658,-231.12,
67.8,67.8,170.347,-1914.85,1,2.1161,-231.134,
67.9,67.9,170.559,-1937.96,1,2.11561,-231.147,
68,68,170.77,-1961.08,1,2.11513,-231.16,
68.1,68.1,170.982,-1984.19,1,2.11465,-231.173,
68.2,68.2,171.193,-2007.31,1,2.11418,-231.186,
68.3,68.3,171.405,-2030.43,1,2.1137,-231.198,
68.4,68.4,171.616,-2053.55,1,2.11323,-231.211,
68.5,68.5,171.827,-2076.67,1,2.11276,-231.224,
68.6,68.6,172.039,-2099.79,1,2.11229,-231.236,
68.7,68.7,172.25,-2122.92,1,2.11182,-231.248,
68.8,68.8,172.461,-2146.04,1,2.11135,-231.261,
68.9,68.9,172.672,-2169.17,1,2.11089,-231.273,
69,69,172.883,-2192.3,1,2.11043,-231.285,
69.1,69.1,173.094,-2215.43,1,2.10997,-231.297,
69.2,69.2,173.305,-2238.56,1,2.10951,-231.308,
69.3,69.3,173.516,-2261.69,1,2.10905,-231.32,
69.4,69.4,173.727,-2284.82,1,2.1086,-231.332,
69.5,69.5,173.938,-2307.96,1,2.10814,-231.343,
69.6,69.6,174.149,-2331.09,1,2.10769,-231.355,
69.7,69.7,174.359,-2354.23,1,2.10724,-231.366,
69.8,69.8,174.57,-2377.36,1,2.1068,-231.377,
69.9,69.9,174.781,-2400.5,1,2.10635,-231.388,
70,70,174.991,-2423.64,1,2.10591,-231.399,
70.1,70.1,175.202,-2446.78,1,2.10547,-231.41,
70.2,70.2,175.412,-2469.92,1,2.10503,-231.421,
70.3,70.3,175.623,-2493.07,1,2.10459,-231.432,
70.4,70.4,175.833,-2516.21,1,2.10415,-231.443,
70.5,70.5,176.044,-2539.36,1,2.10372,-231.453,
70.6,70.6,176.254,-2562.5,1,2.10329,-231.464,
70.7,70.7,176.464,-2585.65,1,2.10286,-231.474,
70.8,70.8,176.675,-2608.8,1,2.10243,-231.485,
70.9,70.9,176.885,-2631.94,1,2.102,-231.495,
71,71,177.095,-2655.09,1,2.10157,-231.505,
71.1,71.1,177.305,-2678.25,1,2.10115,-231.515,
71.2,71.2,177.515,-2701.4,1,2.10073,-231.525,
71.3,71.3,177.725,-2724.55,1,2.10031,-231.535,
71.4,71.4,177.935,-2747.7,1,2.09989,-231.545,
71.5,71.5,178.145,-2770.86,1,2.09947,-231.555,
71.6,71.6,178.355,-2794.02,1,2.09906,-231.564,
71.7,71.7,178.565,-2817.17,1,2.09864,-231.574,
71.8,71.8,178.775,-2840.33,1,2.09823,-231.583,
71.9,71.9,178.985,-2863.49,1,2.09782,-231.593,
72,72,179.194,-2886.65,1,2.09742,-231.602,
72.1,72.1,179.404,-2909.81,1,2.09701,-231.611,
72.2,72.2,179.614,-2932.97,1,2.0966,-231.621,
72.3,72.3,179.823,-2956.13,1,2.0962,-231.63,
72.4,72.4,180.033,-2979.3,1,2.0958,-231.639,
72.5,72.5,180.243,-3002.46,1,2.0954,-231.648,
72.6,72.6,180.452,-3025.63,1,2.095,-231.657,
72.7,72.7,180.662,-3048.79,1,2.0946,-231.665,
72.8,72.8,180.871,-3071.96,1,2.09421,-231.674,
72.9,72.9,181.08,-3095.13,1,2.09382,-231.683,
73,73,181.29,-3118.3,1,2.09342,-231.691,
73.1,73.1,181.499,-3141.47,1,2.09303,-231.7,
73.2,73.2,181.708,-3164.64,1,2.09265,-231.708,
73.3,73.3,181.918,-3187.81,1,2.09226,-231.717,
73.4,73.4,182.127,-3210.98,1,2.09187,-231.725,
73.5,73.5,182.336,-3234.15,1,2.09149,-231.733,
73.6,73.6,182.545,-3257.33,1,2.09111,-231.741,
73.7,73.7,182.754,-3280.5,1,2.09073,-231.75,
73.8,73.8,182.963,-3303.68,1,2.09035,-231.758,
73.9,73.9,183.172,-3326.85,1,2.08997,-231.766,
74,74,183.381,-3350.03,1,2.0896,-231.774,
74.1,74.1,183.59,-3373.21,1,2.08922,-231.781,
74.2,74.2,183.799,-3396.39,1,2.08885,-231.789,
74.3,74.3,184.008,-3419.56,1,2.08848,-231.797,
74.4,74.4,184.217,-3442.75,1,2.08811,-231.804,
74.5,74.5,184.426,-3465.93,1,2.08774,-231.812,
74.6,74.6,184.634,-3489.11,1,2.08738,-231.82,
74.7,74.7,184.843,-3512.29,1,2.08701,-231.827,
74.8,74.8,185.052,-3535.47,1,2.08665,-231.834,
74.9,74.9,185.26,-3558.66,1,2.08628,-231.842,
75,75,185.469,-3581.84,1,2.08592,-231.849,
75.1,75.1,185.678,-3605.03,1,2.08557,-231.856,
75.2,75.2,185.886,-3628.21,1,2.08521,-231.863,
75.3,75.3,186.095,-3651.4,1,2.08485,-231.871,
75.4,75.4,186.303,-3674.59,1,2.0845,-231.878,
75.5,75.5,186.512,-3697.77,1,2.08414,-231.885,
75.6,75.6,186.72,-3720.96,1,2.08379,-231.891,
75.7,75.7,186.928,-3744.15,1,2.08344,-231.898,
75.8,75.8,187.137,-3767.34,1,2.08309,-231.905,
75.9,75.9,187.345,-3790.53,1,2.08275,-231.912,
76,76,187.553,-3813.73,1,2.0824,-231.919,
76.1,76.1,187.761,-3836.92,1,2.08206,-231.925,
76.2,76.2,187.97,-3860.11,1,2.08171,-231.932,
76.3,76.3,188.178,-3883.3,1,2.08137,-231.938,
76.4,76.4,188.386,-3906.5,1,2.08103,-231.945,
76.5,76.5,188.594,-3929.69,1,2.08069,-231.951,
76.6,76.6,188.802,-3952.89,1,2.08036,-231.957,
76.7,76.7,189.01,-3976.08,1,2.08002,-231.964,
76.8,76.8,189.218,-3999.28,1,2.07969,-231.97,
76.9,76.9,189.426,-4022.48,1,2.07935,-231.976,
77,77,189.634,-4045.68,1,2.07902,-231.982,
77.1,77.1,189.842,-4068.87,1,2.07869,-231.989,
77.2,77.2,190.05,-4092.07,1,2.07836,-231.995,
77.3,77.3,190.258,-4115.27,1,2.07804,-232.001,
77.4,77.4,190.465,-4138.47,1,2.07771,-232.007,
77.5,77.5,190.673,-4161.68,1,2.07738,-232.012,
77.6,77.6,190.881,-4184.88,1,2.07706,-232.018,
77.7,77.7,191.088,-4208.08,1,2.07674,-232.024,
77.8,77.8,191.296,-4231.28,1,2.07642,-232.03,
77.9,77.9,191.504,-4254.48,1,2.0761,-232.036,
78,78,191.711,-4277.69,1,2.07578,-232.041,
78.1,78.1,191.919,-4300.89,1,2.07546,-232.047,
78.2,78.2,192.126,-4324.1,1,2.07515,-232.052,
78.3,78.3,192.334,-4347.3,1,2.07483,-232.058,
78.4,78.4,192.541,-4370.51,1,2.07452,-232.063,
78.5,78.5,192.749,-4393.72,1,2.07421,-232.069,
78.6,78.6,192.956,-4416.92,1,2.0739,-232.074,
78.7,78.7,193.164,-4440.13,1,2.07359,-232.079,
78.8,78.8,193.371,-4463.34,1,2.07328,-232.085,
78.9,78.9,193.578,-4486.55,1,2.07298,-232.09,
79,79,193.786,-4509.76,1,2.07267,-232.095,
79.1,79.1,193.993,-4532.97,1,2.07237,-232.1,
79.2,79.2,194.2,-4556.18,1,2.07206,-232.105,
79.3,79.3,194.407,-4579.39,1,2.07176,-232.111,
79.4,79.4,194.614,-4602.6,1,2.07146,-232.116,
79.5,79.5,194.822,-4625.81,1,2.07116,-232.121,
79.6,79.6,195.029,-4649.02,1,2.07087,-232.126,
79.7,79.7,195.236,-4672.24,1,2.07057,-232.13,
79.8,79.8,195.443,-4695.45,1,2.07027,-232.135,
79.9,79.9,195.65,-4718.66,1,2.06998,-232.14,
80,80,195.857,-4741.88,1,2.06969,-232.145,
80.1,80.1,196.064,-4765.09,1,2.0694,-232.15,
80.2,80.2,196.271,-4788.31,1,2.06911,-232.154,
80.3,80.3,196.477,-4811.52,1,2.06882,-232.159,
80.4,80.4,196.684,-4834.74,1,2.06853,-232.164,
80.5,80.5,196.891,-4857.96,1,2.06824,-232.168,
80.6,80.6,197.098,-4881.17,1,2.06796,-232.173,
80.7,80.7,197.305,-4904.39,1,2.06767,-232.177,
80.8,80.8,197.512,-4927.61,1,2.06739,-232.182,
80.9,80.9,197.718,-4950.83,1,2.06711,-232.186,
81,81,197.925,-4974.05,1,2.06683,-232.191,
81.1,81.1,198.132,-4997.26,1,2.06655,-232.195,
81.2,81.2,198.338,-5020.48,1,2.06627,-232.199,
81.3,81.3,198.545,-5043.7,1,2.06599,-232.204,
81.4,81.4,198.751,-5066.93,1,2.06572,-232.208,
81.5,81.5,198.958,-5090.15,1,2.06544,-232.212,
81.6,81.6,199.165,-5113.37,1,2.06517,-232.216,
81.7,81.7,199.371,-5136.59,1,2.06489,-232.22,
81.8,81.8,199.578,-5159.81,1,2.06462,-232.224,
81.9,81.9,199.784,-5183.03,1,2.06435,-232.229,
82,82,199.99,-5206.26,1,2.06408,-232.233,
82.1,82.1,200.197,-5229.48,1,2.06382,-232.237,
82.2,82.2,200.403,-5252.7,1,2.06355,-232.241,
82.3,82.3,200.61,-5275.93,1,2.06328,-232.245,
82.4,82.4,200.816,-5299.15,1,2.06302,-232.248,
82.5,82.5,201.022,-5322.38,1,2.06275,-232.252,
82.6,82.6,201.228,-5345.6,1,2.06249,-232.256,
82.7,82.7,201.435,-5368.83,1,2.06223,-232.26,
82.8,82.8,201.641,-5392.06,1,2.06197,-232.264,
82.9,82.9,201.847,-5415.28,1,2.06171,-232.268,
83,83,202.053,-5438.51,1,2.06145,-232.271,
83.1,83.1,202.259,-5461.74,1,2.0612,-232.275,
83.2,83.2,202.465,-5484.96,1,2.06094,-232.279,
83.3,83.3,202.671,-5508.19,1,2.06068,-232.282,
83.4,83.4,202.878,-5531.42,1,2.06043,-232.286,
83.5,83.5,203.084,-5554.65,1,2.06018,-232.289,
83.6,83.6,203.29,-5577.88,1,2.05993,-232.293,
83.7,83.7,203.496,-5601.11,1,2.05967,-232.296,
83.8,83.8,203.702,-5624.34,1,2.05942,-232.3,
83.9,83.9,203.907,-5647.57,1,2.05918,-232.303,
84,84,204.113,-5670.8,1,2.05893,-232.307,
84.1,84.1,204.319,-5694.03,1,2.05868,-232.31,
84.2,84.2,204.525,-5717.26,1,2.05844,-232.314,
84.3,84.3,204.731,-5740.49,1,2.05819,-232.317,
84.4,84.4,204.937,-5763.72,1,2.05795,-232.32,
84.5,84.5,205.143,-5786.96,1,2.05771,-232.323,
84.6,84.6,205.348,-5810.19,1,2.05746,-232.327,
84.7,84.7,205.554,-5833.42,1,2.05722,-232.33,
84.8,84.8,205.76,-5856.65,1,2.05698,-232.333,
84.9,84.9,205.965,-5879.89,1,2.05675,-232.336,
85,85,206.171,-5903.12,1,2.05651,-232.339,
85.1,85.1,206.377,-5926.36,1,2.05627,-232.343,
85.2,85.2,206.582,-5949.59,1,2.05604,-232.346,
85.3,85.3,206.788,-5972.83,1,2.0558,-232.349,
85.4,85.4,206.993,-5996.06,1,2.05557,-232.352,
85.5,85.5,207.199,-6019.3,1,2.05533,-232.355,
85.6,85.6,207.405,-6042.53,1,2.0551,-232.358,
85.7,85.7,207.61,-6065.77,1,2.05487,-232.361,
85.8,85.8,207.816,-6089,1,2.05464,-232.364,
85.9,85.9,208.021,-6112.24,1,2.05441,-232.367,
86,86,208.226,-6135.48,1,2.05419,-232.369,
86.1,86.1,208.432,-6158.71,1,2.05396,-232.372,
86.2,86.2,208.637,-6181.95,1,2.05373,-232.375,
86.3,86.3,208.843,-6205.19,1,2.05351,-232.378,
86.4,86.4,209.048,-6228.43,1,2.05328,-232.381,
86.5,86.5,209.253,-6251.67,1,2.05306,-232.384,
86.6,86.6,209.459,-6274.9,1,2.05284,-232.386,
86.7,86.7,209.664,-6298.14,1,2.05262,-232.389,
86.8,86.8,209.869,-6321.38,1,2.0524,-232.392,
86.9,86.9,210.074,-6344.62,1,2.05218,-232.394,
87,87,210.279,-6367.86,1,2.05196,-232.397,
87.1,87.1,210.485,-6391.1,1,2.05174,-232.4,
87.2,87.2,210.69,-6414.34,1,2.05153,-232.402,
87.3,87.3,210.895,-6437.58,1,2.05131,-232.405,
87.4,87.4,211.1,-6460.82,1,2.0511,-232.408,
87.5,87.5,211.305,-6484.06,1,2.05088,-232.41,
87.6,87.6,211.51,-6507.3,1,2.05067,-232.413,
87.7,87.7,211.715,-6530.54,1,2.05046,-232.415,
87.8,87.8,211.92,-6553.79,1,2.05024,-232.418,
87.9,87.9,212.125,-6577.03,1,2.05003,-232.42,
88,88,212.33,-6600.27,1,2.04982,-232.423,
88.1,88.1,212.535,-6623.51,1,2.04962,-232.425,
88.2,88.2,212.74,-6646.76,1,2.04941,-232.427,
88.3,88.3,212.945,-6670,1,2.0492,-232.43,
88.4,88.4,213.15,-6693.24,1,2.049,-232.432,
88.5,88.5,213.355,-6716.48,1,2.04879,-232.434,
88.6,88.6,213.56,-6739.73,1,2.04859,-232.437,
88.7,88.7,213.765,-6762.97,1,2.04838,-232.439,
88.8,88.8,213.97,-6786.22,1,2.04818,-232.441,
88.9,88.9,214.174,-6809.46,1,2.04798,-232.444,
89,89,214.379,-6832.7,1,2.04778,-232.446,
89.1,89.1,214.584,-6855.95,1,2.04758,-232.448,
89.2,89.2,214.789,-6879.19,1,2.04738,-232.45,
89.3,89.3,214.993,-6902.44,1,2.04718,-232.453,
89.4,89.4,215.198,-6925.68,1,2.04698,-232.455,
89.5,89.5,215.403,-6948.93,1,2.04679,-232.457,
89.6,89.6,215.607,-6972.18,1,2.04659,-232.459,
89.7,89.7,215.812,-6995.42,1,2.04639,-232.461,
89.8,89.8,216.017,-7018.67,1,2.0462,-232.463,
89.9,89.9,216.221,-7041.91,1,2.04601,-232.465,
90,90,216.426,-7065.16,1,2.04581,-232.467,
90.1,90.1,216.631,-7088.41,1,2.04562,-232.469,
90.2,90.2,216.835,-7111.66,1,2.04543,-232.471,
90.3,90.3,217.04,-7134.9,1,2.04524,-232.473,
90.4,90.4,217.244,-7158.15,1,2.04505,-232.475,
90.5,90.5,217.449,-7181.4,1,2.04486,-232.477,
90.6,90.6,217.653,-7204.65,1,2.04467,-232.479,
90.7,90.7,217.858,-7227.89,1,2.04449,-232.481,
90.8,90.8,218.062,-7251.14,1,2.0443,-232.483,
90.9,90.9,218.266,-7274.39,1,2.04412,-232.485,
91,91,218.471,-7297.64,1,2.04393,-232.487,
91.1,91.1,218.675,-7320.89,1,2.04375,-232.489,
91.2,91.2,218.88,-7344.14,1,2.04356,-232.491,
91.3,91.3,219.084,-7367.39,1,2.04338,-232.493,
91.4,91.4,219.288,-7390.64,1,2.0432,-232.495,
91.5,91.5,219.493,-7413.88,1,2.04302,-232.496,
91.6,91.6,219.697,-7437.13,1,2.04284,-232.498,
91.7,91.7,219.901,-7460.38,1,2.04266,-232.5,
91.8,91.8,220.105,-7483.63,1,2.04248,-232.502,
91.9,91.9,220.31,-7506.88,1,2.0423,-232.504,
92,92,220.514,-7530.14,1,2.04212,-232.505,
